sacc_code,country,year,departures,display_country
2308,Netherlands,2010-11,1300,Netherlands
2311,Switzerland,2010-11,670,Switzerland
2401,Denmark,2010-11,440,Denmark
2402,Faroe Islands,2010-11,0,Faroe Islands
2403,Finland,2010-11,290,Finland
2405,Iceland,2010-11,30,Iceland
2406,Norway,2010-11,590,Norway
2407,Sweden,2010-11,1090,Sweden
3101,Andorra,2010-11,10,Andorra
3102,Gibraltar,2010-11,10,Gibraltar
3104,Italy,2010-11,1310,Italy
3105,Malta,2010-11,140,Malta
3106,Portugal,2010-11,210,Portugal
3108,Spain,2010-11,500,Spain
3201,Albania,2010-11,30,Albania
3202,Bosnia/Herzegov,2010-11,340,Bosnia/Herzegov
3203,Bulgaria,2010-11,110,Bulgaria
3204,Croatia,2010-11,350,Croatia
3205,Cyprus,2010-11,150,Cyprus
3206,North Macedonia,2010-11,330,North Macedonia
3207,Greece,2010-11,550,Greece
3208,Moldova,2010-11,10,Moldova
3211,Romania,2010-11,270,Romania
3212,Slovenia,2010-11,70,Slovenia
3214,Montenegro,2010-11,10,Montenegro
3215,Serbia,2010-11,180,Serbia
3216,Kosovo,2010-11,10,Kosovo
3301,Belarus,2010-11,40,Belarus
3302,Czechia,2010-11,480,Czechia
3303,Estonia,2010-11,370,Estonia
3304,Hungary,2010-11,270,Hungary
3305,Latvia,2010-11,70,Latvia
3306,Lithuania,2010-11,50,Lithuania
3307,Poland,2010-11,810,Poland
3308,Russia,2010-11,440,Russia
3311,Slovakia,2010-11,210,Slovakia
3312,Ukraine,2010-11,270,Ukraine
4101,Algeria,2010-11,60,Algeria
4102,Egypt,2010-11,340,Egypt
4103,Libya,2010-11,90,Libya
4104,Morocco,2010-11,60,Morocco
4105,Sudan,2010-11,300,Sudan
4106,Tunisia,2010-11,20,Tunisia
4111,South Sudan,2010-11,0,South Sudan
4201,Bahrain,2010-11,80,Bahrain
4202,Palestine,2010-11,0,Palestine
4203,Iran,2010-11,640,Iran
4204,Iraq,2010-11,540,Iraq
4205,Israel,2010-11,530,Israel
4206,Jordan,2010-11,170,Jordan
4207,Kuwait,2010-11,160,Kuwait
4208,Lebanon,2010-11,950,Lebanon
4211,Oman,2010-11,180,Oman
4212,Qatar,2010-11,50,Qatar
4213,Saudi Arabia,2010-11,2830,Saudi Arabia
4214,Syria,2010-11,120,Syria
4215,Türkiye,2010-11,900,Türkiye
4216,Unit Arab Emir,2010-11,460,Unit Arab Emir
4217,Yemen,2010-11,10,Yemen
5101,Myanmar,2010-11,230,Myanmar
5102,Cambodia,2010-11,290,Cambodia
5103,Laos,2010-11,190,Laos
5104,Thailand,2010-11,3840,Thailand
5105,Vietnam,2010-11,3460,Vietnam
5201,Brunei,2010-11,230,Brunei
5202,Indonesia,2010-11,4980,Indonesia
5203,Malaysia,2010-11,7310,Malaysia
5204,Philippines,2010-11,3620,Philippines
5205,Singapore,2010-11,4080,Singapore
5206,Timor-Leste,2010-11,110,Timor-Leste
6101,China,2010-11,23520,China
6102,Hong Kong,2010-11,4530,Hong Kong
6103,Macau,2010-11,200,Macau
6104,Mongolia,2010-11,140,Mongolia
6105,Taiwan,2010-11,3940,Taiwan
6201,Japan,2010-11,5000,Japan
6202,"Korea, North",2010-11,120,"Korea, North"
6203,"Korea, South",2010-11,11740,Korea South
7101,Bangladesh,2010-11,860,Bangladesh
7102,Bhutan,2010-11,130,Bhutan
7103,India,2010-11,14530,India
7104,Maldives,2010-11,80,Maldives
7105,Nepal,2010-11,1020,Nepal
7106,Pakistan,2010-11,1030,Pakistan
7107,Sri Lanka,2010-11,1680,Sri Lanka
7201,Afghanistan,2010-11,270,Afghanistan
7202,Armenia,2010-11,20,Armenia
7203,Azerbaijan,2010-11,10,Azerbaijan
7204,Georgia,2010-11,20,Georgia
7205,Kazakhstan,2010-11,50,Kazakhstan
7206,Kyrgyzstan,2010-11,10,Kyrgyzstan
7207,Tajikistan,2010-11,10,Tajikistan
7208,Turkmenistan,2010-11,10,Turkmenistan
7211,Uzbekistan,2010-11,20,Uzbekistan
8101,Bermuda,2010-11,10,Bermuda
8102,Canada,2010-11,3310,Canada
8104,USA,2010-11,8300,USA
8201,Argentina,2010-11,240,Argentina
8202,Bolivia,2010-11,20,Bolivia
8203,Brazil,2010-11,2090,Brazil
8204,Chile,2010-11,620,Chile
8205,Colombia,2010-11,1000,Colombia
8206,Ecuador,2010-11,60,Ecuador
8207,Falkland Is,2010-11,0,Falkland Is
8208,French Guiana,2010-11,0,French Guiana
8211,Guyana,2010-11,10,Guyana
8212,Paraguay,2010-11,10,Paraguay
8213,Peru,2010-11,290,Peru
8214,Suriname,2010-11,0,Suriname
8215,Uruguay,2010-11,100,Uruguay
8216,Venezuela,2010-11,110,Venezuela
8301,Belize,2010-11,0,Belize
8302,Costa Rica,2010-11,20,Costa Rica
8303,El Salvador,2010-11,70,El Salvador
8304,Guatemala,2010-11,10,Guatemala
8305,Honduras,2010-11,10,Honduras
8306,Mexico,2010-11,310,Mexico
8307,Nicaragua,2010-11,20,Nicaragua
8308,Panama,2010-11,10,Panama
8404,Bahamas,2010-11,10,Bahamas
8405,Barbados,2010-11,10,Barbados
8406,Cayman Islands,2010-11,0,Cayman Islands
8407,Cuba,2010-11,20,Cuba
8408,Dominica,2010-11,0,Dominica
8411,Dominican Rep,2010-11,10,Dominican Rep
8412,Grenada,2010-11,0,Grenada
8413,Guadeloupe,2010-11,0,Guadeloupe
8414,Haiti,2010-11,10,Haiti
8415,Jamaica,2010-11,30,Jamaica
8416,Martinique,2010-11,0,Martinique
8421,Puerto Rico,2010-11,10,Puerto Rico
8423,St Lucia,2010-11,10,St Lucia
8424,St Vinc/Grenad,2010-11,0,St Vinc/Grenad
8425,Trinidad/Tobago,2010-11,30,Trinidad/Tobago
8428,"Virgin Is, US",2010-11,0,"Virgin Is, US"
8434,Curacao,2010-11,0,Curacao
9101,Benin,2010-11,0,Benin
9103,Cameroon,2010-11,10,Cameroon
9104,Cabo Verde,2010-11,0,Cabo Verde
9107,"Congo, Rep",2010-11,10,"Congo, Rep"
9108,"Congo, Dem Rep",2010-11,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2010-11,10,Cote d'Ivoire
9113,Gabon,2010-11,10,Gabon
9114,Gambia,2010-11,0,Gambia
9115,Ghana,2010-11,80,Ghana
9116,Guinea,2010-11,0,Guinea
9118,Liberia,2010-11,20,Liberia
9121,Mali,2010-11,0,Mali
9123,Niger,2010-11,0,Niger
9124,Nigeria,2010-11,80,Nigeria
9126,Senegal,2010-11,10,Senegal
9127,Sierra Leone,2010-11,20,Sierra Leone
9128,Togo,2010-11,0,Togo
9201,Angola,2010-11,10,Angola
9202,Botswana,2010-11,120,Botswana
9203,Burundi,2010-11,0,Burundi
9205,Djibouti,2010-11,0,Djibouti
9206,Eritrea,2010-11,30,Eritrea
9207,Ethiopia,2010-11,80,Ethiopia
9208,Kenya,2010-11,360,Kenya
9211,Lesotho,2010-11,10,Lesotho
9212,Madagascar,2010-11,10,Madagascar
9213,Malawi,2010-11,40,Malawi
9214,Mauritius,2010-11,640,Mauritius
9216,Mozambique,2010-11,30,Mozambique
9217,Namibia,2010-11,30,Namibia
9218,Reunion,2010-11,30,Reunion
9221,Rwanda,2010-11,10,Rwanda
9223,Seychelles,2010-11,40,Seychelles
9224,Somalia,2010-11,170,Somalia
9225,South Africa,2010-11,2280,South Africa
9226,Eswatini,2010-11,20,Eswatini
9227,Tanzania,2010-11,90,Tanzania
9228,Uganda,2010-11,50,Uganda
9231,Zambia,2010-11,180,Zambia
9232,Zimbabwe,2010-11,580,Zimbabwe
1102,Norfolk Island,2011-12,10,Norfolk Island
1201,New Zealand,2011-12,13690,New Zealand
1301,New Caledonia,2011-12,90,New Caledonia
1302,PNG,2011-12,820,PNG
1303,Solomon Islands,2011-12,130,Solomon Islands
1304,Vanuatu,2011-12,60,Vanuatu
1401,Guam,2011-12,0,Guam
1402,Kiribati,2011-12,40,Kiribati
1403,Marshall Is,2011-12,0,Marshall Is
1404,"Micronesia, F S",2011-12,10,"Micronesia, F S"
1405,Nauru,2011-12,20,Nauru
1406,N Mariana Is,2011-12,0,N Mariana Is
1407,Palau,2011-12,0,Palau
1501,Cook Islands,2011-12,180,Cook Islands
1502,Fiji,2011-12,690,Fiji
1503,French Poly,2011-12,50,French Poly
1504,Niue,2011-12,20,Niue
1505,Samoa,2011-12,430,Samoa
1506,Samoa American,2011-12,20,Samoa American
1507,Tokelau,2011-12,20,Tokelau
1508,Tonga,2011-12,220,Tonga
1511,Tuvalu,2011-12,10,Tuvalu
1512,Wallis/Futuna,2011-12,0,Wallis/Futuna
1599,"Polynesia, nec",2011-12,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2011-12,19180,UK
2201,Ireland,2011-12,3120,Ireland
2301,Austria,2011-12,270,Austria
2302,Belgium,2011-12,290,Belgium
2303,France,2011-12,3000,France
2304,Germany,2011-12,3410,Germany
2306,Luxembourg,2011-12,10,Luxembourg
2307,Monaco,2011-12,10,Monaco
2308,Netherlands,2011-12,1060,Netherlands
2311,Switzerland,2011-12,630,Switzerland
2401,Denmark,2011-12,370,Denmark
2402,Faroe Islands,2011-12,0,Faroe Islands
2403,Finland,2011-12,260,Finland
2405,Iceland,2011-12,30,Iceland
2406,Norway,2011-12,550,Norway
2407,Sweden,2011-12,830,Sweden
3101,Andorra,2011-12,0,Andorra
3102,Gibraltar,2011-12,10,Gibraltar
3104,Italy,2011-12,1260,Italy
3105,Malta,2011-12,110,Malta
3106,Portugal,2011-12,180,Portugal
3108,Spain,2011-12,470,Spain
3201,Albania,2011-12,40,Albania
3202,Bosnia/Herzegov,2011-12,300,Bosnia/Herzegov
3203,Bulgaria,2011-12,100,Bulgaria
3204,Croatia,2011-12,380,Croatia
3205,Cyprus,2011-12,110,Cyprus
3206,North Macedonia,2011-12,300,North Macedonia
3207,Greece,2011-12,420,Greece
3208,Moldova,2011-12,20,Moldova
3211,Romania,2011-12,190,Romania
3212,Slovenia,2011-12,60,Slovenia
3214,Montenegro,2011-12,10,Montenegro
3215,Serbia,2011-12,170,Serbia
3216,Kosovo,2011-12,0,Kosovo
3301,Belarus,2011-12,30,Belarus
3302,Czechia,2011-12,380,Czechia
3303,Estonia,2011-12,390,Estonia
3304,Hungary,2011-12,240,Hungary
3305,Latvia,2011-12,60,Latvia
3306,Lithuania,2011-12,70,Lithuania
3307,Poland,2011-12,660,Poland
3308,Russia,2011-12,400,Russia
3311,Slovakia,2011-12,170,Slovakia
3312,Ukraine,2011-12,180,Ukraine
4101,Algeria,2011-12,50,Algeria
4102,Egypt,2011-12,300,Egypt
4103,Libya,2011-12,130,Libya
4104,Morocco,2011-12,50,Morocco
4105,Sudan,2011-12,260,Sudan
4106,Tunisia,2011-12,20,Tunisia
4111,South Sudan,2011-12,0,South Sudan
4201,Bahrain,2011-12,60,Bahrain
4202,Palestine,2011-12,10,Palestine
4203,Iran,2011-12,610,Iran
4204,Iraq,2011-12,620,Iraq
4205,Israel,2011-12,430,Israel
4206,Jordan,2011-12,200,Jordan
4207,Kuwait,2011-12,180,Kuwait
4208,Lebanon,2011-12,710,Lebanon
4211,Oman,2011-12,180,Oman
4212,Qatar,2011-12,30,Qatar
4213,Saudi Arabia,2011-12,3070,Saudi Arabia
4214,Syria,2011-12,80,Syria
4215,Türkiye,2011-12,740,Türkiye
4216,Unit Arab Emir,2011-12,390,Unit Arab Emir
4217,Yemen,2011-12,10,Yemen
5101,Myanmar,2011-12,230,Myanmar
5102,Cambodia,2011-12,290,Cambodia
5103,Laos,2011-12,170,Laos
5104,Thailand,2011-12,3530,Thailand
5105,Vietnam,2011-12,3580,Vietnam
5201,Brunei,2011-12,220,Brunei
5202,Indonesia,2011-12,4750,Indonesia
5203,Malaysia,2011-12,6900,Malaysia
5204,Philippines,2011-12,2370,Philippines
5205,Singapore,2011-12,4180,Singapore
5206,Timor-Leste,2011-12,100,Timor-Leste
6101,China,2011-12,24640,China
6102,Hong Kong,2011-12,4400,Hong Kong
6103,Macau,2011-12,240,Macau
6104,Mongolia,2011-12,170,Mongolia
6105,Taiwan,2011-12,4160,Taiwan
6201,Japan,2011-12,4590,Japan
6202,"Korea, North",2011-12,110,"Korea, North"
6203,"Korea, South",2011-12,10430,Korea South
7101,Bangladesh,2011-12,690,Bangladesh
7102,Bhutan,2011-12,200,Bhutan
7103,India,2011-12,11640,India
7104,Maldives,2011-12,70,Maldives
7105,Nepal,2011-12,720,Nepal
7106,Pakistan,2011-12,960,Pakistan
7107,Sri Lanka,2011-12,1440,Sri Lanka
7201,Afghanistan,2011-12,180,Afghanistan
7202,Armenia,2011-12,20,Armenia
7203,Azerbaijan,2011-12,10,Azerbaijan
7204,Georgia,2011-12,10,Georgia
7205,Kazakhstan,2011-12,60,Kazakhstan
7206,Kyrgyzstan,2011-12,20,Kyrgyzstan
7207,Tajikistan,2011-12,0,Tajikistan
7208,Turkmenistan,2011-12,0,Turkmenistan
7211,Uzbekistan,2011-12,20,Uzbekistan
8101,Bermuda,2011-12,0,Bermuda
8102,Canada,2011-12,3340,Canada
8104,USA,2011-12,8450,USA
8201,Argentina,2011-12,250,Argentina
8202,Bolivia,2011-12,20,Bolivia
8203,Brazil,2011-12,1800,Brazil
8204,Chile,2011-12,650,Chile
8205,Colombia,2011-12,930,Colombia
8206,Ecuador,2011-12,60,Ecuador
8207,Falkland Is,2011-12,0,Falkland Is
8208,French Guiana,2011-12,0,French Guiana
8211,Guyana,2011-12,10,Guyana
8212,Paraguay,2011-12,10,Paraguay
8213,Peru,2011-12,290,Peru
8214,Suriname,2011-12,0,Suriname
8215,Uruguay,2011-12,90,Uruguay
8216,Venezuela,2011-12,130,Venezuela
8301,Belize,2011-12,0,Belize
8302,Costa Rica,2011-12,20,Costa Rica
8303,El Salvador,2011-12,50,El Salvador
8304,Guatemala,2011-12,10,Guatemala
8305,Honduras,2011-12,10,Honduras
8306,Mexico,2011-12,280,Mexico
8307,Nicaragua,2011-12,10,Nicaragua
8308,Panama,2011-12,10,Panama
8404,Bahamas,2011-12,0,Bahamas
8405,Barbados,2011-12,10,Barbados
8406,Cayman Islands,2011-12,0,Cayman Islands
8407,Cuba,2011-12,20,Cuba
8408,Dominica,2011-12,0,Dominica
8411,Dominican Rep,2011-12,20,Dominican Rep
8412,Grenada,2011-12,0,Grenada
8413,Guadeloupe,2011-12,10,Guadeloupe
8414,Haiti,2011-12,0,Haiti
8415,Jamaica,2011-12,30,Jamaica
8416,Martinique,2011-12,0,Martinique
8421,Puerto Rico,2011-12,10,Puerto Rico
8423,St Lucia,2011-12,0,St Lucia
8424,St Vinc/Grenad,2011-12,0,St Vinc/Grenad
8425,Trinidad/Tobago,2011-12,40,Trinidad/Tobago
8428,"Virgin Is, US",2011-12,10,"Virgin Is, US"
8434,Curacao,2011-12,0,Curacao
9101,Benin,2011-12,0,Benin
9103,Cameroon,2011-12,10,Cameroon
9104,Cabo Verde,2011-12,0,Cabo Verde
9107,"Congo, Rep",2011-12,10,"Congo, Rep"
9108,"Congo, Dem Rep",2011-12,20,"Congo, Dem Rep"
9111,Cote d'Ivoire,2011-12,10,Cote d'Ivoire
9113,Gabon,2011-12,0,Gabon
9114,Gambia,2011-12,10,Gambia
9115,Ghana,2011-12,80,Ghana
9116,Guinea,2011-12,0,Guinea
9118,Liberia,2011-12,20,Liberia
9121,Mali,2011-12,0,Mali
9123,Niger,2011-12,0,Niger
9124,Nigeria,2011-12,110,Nigeria
9126,Senegal,2011-12,20,Senegal
9127,Sierra Leone,2011-12,30,Sierra Leone
9128,Togo,2011-12,0,Togo
9201,Angola,2011-12,10,Angola
9202,Botswana,2011-12,70,Botswana
9203,Burundi,2011-12,10,Burundi
9205,Djibouti,2011-12,0,Djibouti
9206,Eritrea,2011-12,30,Eritrea
9207,Ethiopia,2011-12,120,Ethiopia
9208,Kenya,2011-12,370,Kenya
9211,Lesotho,2011-12,10,Lesotho
9212,Madagascar,2011-12,10,Madagascar
9213,Malawi,2011-12,40,Malawi
9214,Mauritius,2011-12,470,Mauritius
9216,Mozambique,2011-12,40,Mozambique
9217,Namibia,2011-12,20,Namibia
9218,Reunion,2011-12,10,Reunion
9221,Rwanda,2011-12,10,Rwanda
9223,Seychelles,2011-12,40,Seychelles
9224,Somalia,2011-12,170,Somalia
9225,South Africa,2011-12,2280,South Africa
9226,Eswatini,2011-12,10,Eswatini
9227,Tanzania,2011-12,70,Tanzania
9228,Uganda,2011-12,60,Uganda
9231,Zambia,2011-12,140,Zambia
9232,Zimbabwe,2011-12,470,Zimbabwe
1102,Norfolk Island,2012-13,10,Norfolk Island
1201,New Zealand,2012-13,16770,New Zealand
1301,New Caledonia,2012-13,100,New Caledonia
1302,PNG,2012-13,780,PNG
1303,Solomon Islands,2012-13,120,Solomon Islands
1304,Vanuatu,2012-13,50,Vanuatu
1401,Guam,2012-13,0,Guam
1402,Kiribati,2012-13,30,Kiribati
1403,Marshall Is,2012-13,0,Marshall Is
1404,"Micronesia, F S",2012-13,0,"Micronesia, F S"
1405,Nauru,2012-13,10,Nauru
1406,N Mariana Is,2012-13,0,N Mariana Is
1407,Palau,2012-13,0,Palau
1501,Cook Islands,2012-13,170,Cook Islands
1502,Fiji,2012-13,720,Fiji
1503,French Poly,2012-13,40,French Poly
1504,Niue,2012-13,10,Niue
1505,Samoa,2012-13,480,Samoa
1506,Samoa American,2012-13,20,Samoa American
1507,Tokelau,2012-13,30,Tokelau
1508,Tonga,2012-13,200,Tonga
1511,Tuvalu,2012-13,10,Tuvalu
1512,Wallis/Futuna,2012-13,0,Wallis/Futuna
1599,"Polynesia, nec",2012-13,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2012-13,21230,UK
2201,Ireland,2012-13,4910,Ireland
2301,Austria,2012-13,250,Austria
2302,Belgium,2012-13,320,Belgium
2303,France,2012-13,3460,France
2304,Germany,2012-13,3540,Germany
2306,Luxembourg,2012-13,10,Luxembourg
2307,Monaco,2012-13,10,Monaco
2308,Netherlands,2012-13,1150,Netherlands
2311,Switzerland,2012-13,680,Switzerland
2401,Denmark,2012-13,420,Denmark
2402,Faroe Islands,2012-13,0,Faroe Islands
2403,Finland,2012-13,310,Finland
2405,Iceland,2012-13,20,Iceland
2406,Norway,2012-13,510,Norway
2407,Sweden,2012-13,990,Sweden
3101,Andorra,2012-13,0,Andorra
3102,Gibraltar,2012-13,10,Gibraltar
3104,Italy,2012-13,1690,Italy
3105,Malta,2012-13,170,Malta
3106,Portugal,2012-13,190,Portugal
3108,Spain,2012-13,600,Spain
3201,Albania,2012-13,30,Albania
3202,Bosnia/Herzegov,2012-13,350,Bosnia/Herzegov
3203,Bulgaria,2012-13,60,Bulgaria
3204,Croatia,2012-13,370,Croatia
3205,Cyprus,2012-13,120,Cyprus
3206,North Macedonia,2012-13,400,North Macedonia
3207,Greece,2012-13,540,Greece
3208,Moldova,2012-13,20,Moldova
3211,Romania,2012-13,230,Romania
3212,Slovenia,2012-13,70,Slovenia
3214,Montenegro,2012-13,10,Montenegro
3215,Serbia,2012-13,200,Serbia
3216,Kosovo,2012-13,10,Kosovo
3301,Belarus,2012-13,30,Belarus
3302,Czechia,2012-13,340,Czechia
3303,Estonia,2012-13,430,Estonia
3304,Hungary,2012-13,240,Hungary
3305,Latvia,2012-13,50,Latvia
3306,Lithuania,2012-13,70,Lithuania
3307,Poland,2012-13,710,Poland
3308,Russia,2012-13,440,Russia
3311,Slovakia,2012-13,180,Slovakia
3312,Ukraine,2012-13,190,Ukraine
4101,Algeria,2012-13,50,Algeria
4102,Egypt,2012-13,300,Egypt
4103,Libya,2012-13,260,Libya
4104,Morocco,2012-13,60,Morocco
4105,Sudan,2012-13,210,Sudan
4106,Tunisia,2012-13,30,Tunisia
4111,South Sudan,2012-13,10,South Sudan
4201,Bahrain,2012-13,70,Bahrain
4202,Palestine,2012-13,10,Palestine
4203,Iran,2012-13,730,Iran
4204,Iraq,2012-13,760,Iraq
4205,Israel,2012-13,440,Israel
4206,Jordan,2012-13,190,Jordan
4207,Kuwait,2012-13,240,Kuwait
4208,Lebanon,2012-13,680,Lebanon
4211,Oman,2012-13,180,Oman
4212,Qatar,2012-13,40,Qatar
4213,Saudi Arabia,2012-13,3050,Saudi Arabia
4214,Syria,2012-13,70,Syria
4215,Türkiye,2012-13,980,Türkiye
4216,Unit Arab Emir,2012-13,360,Unit Arab Emir
4217,Yemen,2012-13,10,Yemen
5101,Myanmar,2012-13,290,Myanmar
5102,Cambodia,2012-13,360,Cambodia
5103,Laos,2012-13,180,Laos
5104,Thailand,2012-13,3280,Thailand
5105,Vietnam,2012-13,3220,Vietnam
5201,Brunei,2012-13,180,Brunei
5202,Indonesia,2012-13,5210,Indonesia
5203,Malaysia,2012-13,7500,Malaysia
5204,Philippines,2012-13,2800,Philippines
5205,Singapore,2012-13,4530,Singapore
5206,Timor-Leste,2012-13,150,Timor-Leste
6101,China,2012-13,23980,China
6102,Hong Kong,2012-13,4300,Hong Kong
6103,Macau,2012-13,230,Macau
6104,Mongolia,2012-13,210,Mongolia
6105,Taiwan,2012-13,5520,Taiwan
6201,Japan,2012-13,4900,Japan
6202,"Korea, North",2012-13,80,"Korea, North"
6203,"Korea, South",2012-13,10040,Korea South
7101,Bangladesh,2012-13,700,Bangladesh
7102,Bhutan,2012-13,230,Bhutan
7103,India,2012-13,11610,India
7104,Maldives,2012-13,60,Maldives
7105,Nepal,2012-13,800,Nepal
7106,Pakistan,2012-13,1070,Pakistan
7107,Sri Lanka,2012-13,1500,Sri Lanka
7201,Afghanistan,2012-13,200,Afghanistan
7202,Armenia,2012-13,30,Armenia
7203,Azerbaijan,2012-13,20,Azerbaijan
7204,Georgia,2012-13,10,Georgia
7205,Kazakhstan,2012-13,80,Kazakhstan
7206,Kyrgyzstan,2012-13,20,Kyrgyzstan
7207,Tajikistan,2012-13,10,Tajikistan
7208,Turkmenistan,2012-13,0,Turkmenistan
7211,Uzbekistan,2012-13,30,Uzbekistan
8101,Bermuda,2012-13,10,Bermuda
8102,Canada,2012-13,3750,Canada
8104,USA,2012-13,10110,USA
8201,Argentina,2012-13,290,Argentina
8202,Bolivia,2012-13,20,Bolivia
8203,Brazil,2012-13,1800,Brazil
8204,Chile,2012-13,750,Chile
8205,Colombia,2012-13,970,Colombia
8206,Ecuador,2012-13,100,Ecuador
8207,Falkland Is,2012-13,0,Falkland Is
8208,French Guiana,2012-13,0,French Guiana
8211,Guyana,2012-13,30,Guyana
8212,Paraguay,2012-13,10,Paraguay
8213,Peru,2012-13,270,Peru
8214,Suriname,2012-13,0,Suriname
8215,Uruguay,2012-13,100,Uruguay
8216,Venezuela,2012-13,160,Venezuela
8301,Belize,2012-13,0,Belize
8302,Costa Rica,2012-13,50,Costa Rica
8303,El Salvador,2012-13,50,El Salvador
8304,Guatemala,2012-13,20,Guatemala
8305,Honduras,2012-13,0,Honduras
8306,Mexico,2012-13,390,Mexico
8307,Nicaragua,2012-13,20,Nicaragua
8308,Panama,2012-13,20,Panama
8404,Bahamas,2012-13,10,Bahamas
8405,Barbados,2012-13,10,Barbados
8406,Cayman Islands,2012-13,10,Cayman Islands
8407,Cuba,2012-13,20,Cuba
8408,Dominica,2012-13,0,Dominica
8411,Dominican Rep,2012-13,30,Dominican Rep
8412,Grenada,2012-13,10,Grenada
8413,Guadeloupe,2012-13,0,Guadeloupe
8414,Haiti,2012-13,10,Haiti
8415,Jamaica,2012-13,40,Jamaica
8416,Martinique,2012-13,0,Martinique
8421,Puerto Rico,2012-13,10,Puerto Rico
8423,St Lucia,2012-13,0,St Lucia
8424,St Vinc/Grenad,2012-13,0,St Vinc/Grenad
8425,Trinidad/Tobago,2012-13,50,Trinidad/Tobago
8428,"Virgin Is, US",2012-13,0,"Virgin Is, US"
8434,Curacao,2012-13,10,Curacao
9101,Benin,2012-13,0,Benin
9103,Cameroon,2012-13,20,Cameroon
9104,Cabo Verde,2012-13,0,Cabo Verde
9107,"Congo, Rep",2012-13,10,"Congo, Rep"
9108,"Congo, Dem Rep",2012-13,10,"Congo, Dem Rep"
9111,Cote d'Ivoire,2012-13,20,Cote d'Ivoire
9113,Gabon,2012-13,0,Gabon
9114,Gambia,2012-13,10,Gambia
9115,Ghana,2012-13,100,Ghana
9116,Guinea,2012-13,0,Guinea
9118,Liberia,2012-13,30,Liberia
9121,Mali,2012-13,0,Mali
9123,Niger,2012-13,0,Niger
9124,Nigeria,2012-13,140,Nigeria
9126,Senegal,2012-13,10,Senegal
9127,Sierra Leone,2012-13,30,Sierra Leone
9128,Togo,2012-13,0,Togo
9201,Angola,2012-13,10,Angola
9202,Botswana,2012-13,70,Botswana
9203,Burundi,2012-13,10,Burundi
9205,Djibouti,2012-13,0,Djibouti
9206,Eritrea,2012-13,20,Eritrea
9207,Ethiopia,2012-13,100,Ethiopia
9208,Kenya,2012-13,340,Kenya
9211,Lesotho,2012-13,10,Lesotho
9212,Madagascar,2012-13,10,Madagascar
9213,Malawi,2012-13,60,Malawi
9214,Mauritius,2012-13,440,Mauritius
9216,Mozambique,2012-13,30,Mozambique
9217,Namibia,2012-13,30,Namibia
9218,Reunion,2012-13,20,Reunion
9221,Rwanda,2012-13,10,Rwanda
9223,Seychelles,2012-13,40,Seychelles
9224,Somalia,2012-13,130,Somalia
9225,South Africa,2012-13,2210,South Africa
9226,Eswatini,2012-13,10,Eswatini
9227,Tanzania,2012-13,90,Tanzania
9228,Uganda,2012-13,60,Uganda
9231,Zambia,2012-13,200,Zambia
9232,Zimbabwe,2012-13,480,Zimbabwe
1102,Norfolk Island,2013-14,20,Norfolk Island
1201,New Zealand,2013-14,21200,New Zealand
1301,New Caledonia,2013-14,100,New Caledonia
1302,PNG,2013-14,730,PNG
1303,Solomon Islands,2013-14,100,Solomon Islands
1304,Vanuatu,2013-14,60,Vanuatu
1401,Guam,2013-14,10,Guam
1402,Kiribati,2013-14,30,Kiribati
1403,Marshall Is,2013-14,0,Marshall Is
1404,"Micronesia, F S",2013-14,0,"Micronesia, F S"
1405,Nauru,2013-14,40,Nauru
1406,N Mariana Is,2013-14,0,N Mariana Is
1407,Palau,2013-14,0,Palau
1501,Cook Islands,2013-14,200,Cook Islands
1502,Fiji,2013-14,760,Fiji
1503,French Poly,2013-14,40,French Poly
1504,Niue,2013-14,20,Niue
1505,Samoa,2013-14,560,Samoa
1506,Samoa American,2013-14,20,Samoa American
1507,Tokelau,2013-14,50,Tokelau
1508,Tonga,2013-14,250,Tonga
1511,Tuvalu,2013-14,20,Tuvalu
1512,Wallis/Futuna,2013-14,0,Wallis/Futuna
1599,"Polynesia, nec",2013-14,0,"Polynesia, nec"
2100,"UK, CIs & IOM",2013-14,24930,UK
2201,Ireland,2013-14,7770,Ireland
2301,Austria,2013-14,260,Austria
2302,Belgium,2013-14,390,Belgium
2303,France,2013-14,3990,France
2304,Germany,2013-14,3950,Germany
2306,Luxembourg,2013-14,10,Luxembourg
2307,Monaco,2013-14,10,Monaco
2308,Netherlands,2013-14,1320,Netherlands
2311,Switzerland,2013-14,590,Switzerland
2401,Denmark,2013-14,450,Denmark
2402,Faroe Islands,2013-14,10,Faroe Islands
2403,Finland,2013-14,330,Finland
2405,Iceland,2013-14,10,Iceland
2406,Norway,2013-14,500,Norway
2407,Sweden,2013-14,1070,Sweden
3101,Andorra,2013-14,0,Andorra
3102,Gibraltar,2013-14,10,Gibraltar
3104,Italy,2013-14,2480,Italy
3105,Malta,2013-14,150,Malta
3106,Portugal,2013-14,230,Portugal
3108,Spain,2013-14,890,Spain
3201,Albania,2013-14,50,Albania
3202,Bosnia/Herzegov,2013-14,400,Bosnia/Herzegov
3203,Bulgaria,2013-14,90,Bulgaria
3204,Croatia,2013-14,420,Croatia
